#,Song Title,Saga,Video Title,Artist,Views,Likes,Comments,Duration,Uploaded Date,link
19,No Longer You,Underworld,No Longer You | EPIC : The musical Underworld Saga animatic,Lytcadrahc,792,28,7,2:53,2025-10-31,https://www.youtube.com/watch?v=N2nPgYwhUIo
19,No Longer You,Underworld,"""No Longer You"" FAN ANIMATIC - All Parts - Epic the Musical",Tamatama,4135,572,102,2:55,2026-01-01,https://www.youtube.com/watch?v=U-deqOmi1io
19,No Longer You,Underworld,No Longer You | EPIC: The Musical Animatic,Justinvis,17552,2088,124,3:20,2026-01-09,https://www.youtube.com/watch?v=tHzuyz3j-nA
19,No Longer You,Underworld,No Longer You — Epic the musical animatic,LillyPutt,6025,198,6,2:47,2026-03-20,https://www.youtube.com/watch?v=7S7Tan4-xzo
20,Monster,Underworld,Monster | EPIC: The Musical Animatic,gigi,11553100,195041,3693,3:53,2024-05-15,https://www.youtube.com/watch?v=qYDms9Z-02A
20,Monster,Underworld,Monster / EPIC: The Musical_Animatic,Ximena Natzel,1099565,39048,544,3:48,2024-06-26,https://www.youtube.com/watch?v=6oQ3OTTKvgk
20,Monster,Underworld,MONSTER | Epic: The Musical - Animatic,krump0,244245,18840,437,3:45,2025-04-27,https://www.youtube.com/watch?v=dThgLWwRb6Q
20,Monster,Underworld,MONSTER ANIMATIC | EPIC: The Musical (some flashes ⚠️),BrittPowwPixel,365356,8518,195,3:41,2024-05-30,https://www.youtube.com/watch?v=S8qbbG5jGmM
20,Monster,Underworld,Monster - EPIC: The Musical - Animatic,Noir.Hyacinth,111908,4151,132,3:54,2024-08-09,https://www.youtube.com/watch?v=s5tjCK0Wtp4
20,Monster,Thunder,Monster || EPIC: The musical [Animatic],Archi,156205,6753,100,3:39,2024-05-02,https://www.youtube.com/watch?v=zkI_pUxKOnA
20,Monster,Thunder,MONSTER || EPIC: The Musical Animatic,jiwoo,164733,15521,435,3:55,2025-01-21,https://www.youtube.com/watch?v=8OkSEkI9QDU
20,Monster,Thunder,Monster (animatic) | EPIC the musical,Rochi,258278,17972,356,3:50,2024-05-18,https://www.youtube.com/watch?v=GMZZs89ailw
20,Monster,Thunder,Monster | An EPIC: The Musical (The Underworld Saga) Animatic,Lampyrcy,242231,9980,245,3:39,2024-04-28,https://www.youtube.com/watch?v=Hk35N4UwcJs
20,Monster,Thunder,Monster | EPIC the Musical Animatic,The Traveling Pen,7475,524,13,3:38,2024-06-05,https://www.youtube.com/watch?v=m1nIsuyIrnc
20,Monster,Thunder,Monster [EPIC the Musical],HAH Studios,8752,399,46,3:43,2025-03-19,https://www.youtube.com/watch?v=W5OxowuyiYw
21,Suffering,Thunder,Suffering | EPIC: The Musical Animatic,gigi,17775187,289409,5088,2:50,2024-07-18,https://www.youtube.com/watch?v=h84fYAsvsco
21,Suffering,Thunder,SUFFERING [EPIC : The Musical] Full animatic,Duvetbox,2059423,98178,1072,2:31,2024-07-21,https://www.youtube.com/watch?v=3Vo0KbqRB5k
21,Suffering,Thunder,Suffering | EPIC the musical | animatic,clover,640785,38215,354,2:39,2024-08-16,https://www.youtube.com/watch?v=d5RDoKPNXsg
21,Suffering,Thunder,[EPIC: The Musical] Suffering (Fan Animatic),Sirell,445383,17296,425,2:31,2025-04-09,https://www.youtube.com/watch?v=fiAML0OZLbo
21,Suffering,Thunder,"""SUFFERING"" - Full Animatic [ EPIC the Musical ]",NS2D Studios,1664519,59259,1572,2:45,2024-07-19,https://www.youtube.com/watch?v=OgniEJddR9o
21,Suffering,Thunder,Suffering // Epic the musical // animatic,Mystical Love,79263,5324,125,2:46,2024-08-06,https://www.youtube.com/watch?v=iU2S05JSFSg
21,Suffering,Thunder,[EPIC: The Musical] SUFFERING | Animatic,TheCatInATux,254748,20036,398,2:47,2024-07-19,https://www.youtube.com/watch?v=sGFCzf2sBNM
21,Suffering,Thunder,SUFFERING | Epic: The Musical Animatic | [FULL],Jojo Fraga,292698,31211,845,2:46,2024-07-25,https://www.youtube.com/watch?v=G5loYLefbiU
21,Suffering,Thunder,Suffering | EPIC: The Musical Animatic,Crimson,80624,3928,64,2:37,2025-01-10,https://www.youtube.com/watch?v=bAKj7yALaO8
21,Suffering,Thunder,Suffering - EPIC: The Musical - Animatic,Noir.Hyacinth,117694,6976,181,2:33,2024-07-23,https://www.youtube.com/watch?v=ZLwtkCxgkXI
21,Suffering,Thunder,Suffering | Epic the Musical Full Song Animatic,Gentle Dragon,59502,7188,312,2:41,2024-08-13,https://www.youtube.com/watch?v=2hrDGTwO-3I
21,Suffering,Thunder,Suffering - EPIC: The Musical (Animatic),TheeArteest,58170,3741,191,2:31,2024-07-27,https://www.youtube.com/watch?v=KlXS1OjwqY4
21,Suffering,Thunder,Suffering / EPIC: The Musical Animatic,MedaRosaArt,2948,183,38,2:38,2024-09-02,https://www.youtube.com/watch?v=lDxPLD3cMqQ
21,Suffering,Thunder,Suffering | EPIC: The Musical Animatic,ELAIK ,23547,1546,94,2:32,2024-08-06,https://www.youtube.com/watch?v=D8CNTLKPKu4
21,Suffering,Thunder,Suffering | EPIC: the Musical Animatic [FULL],vicanvas,9908,964,39,2:38,2024-11-15,https://www.youtube.com/watch?v=v-235ikpJmg
21,Suffering,Thunder,Suffering - Epic: The Musical,mikuchis,117751,9897,176,2:39,2024-08-11,https://www.youtube.com/watch?v=DWFx9e7QkRc
21,Suffering,Thunder,Suffering- Epic the musical animation,Irunaki xd,161504,11332,631,2:38,2024-07-10,https://www.youtube.com/watch?v=EY5RyODnfIo
21,Suffering,Thunder,SUFFERING | EPIC: The Musical Animatic (Thunder Saga),BrittPowwPixel,182759,0,172,2:37,2024-07-12,https://www.youtube.com/watch?v=KZBkUYEBRPI
21,Suffering,Thunder,Suffering - Full Epic Animatic (Less Rough),Finescam,1895,69,12,2:32,2025-04-29,https://www.youtube.com/watch?v=l0J9PZ45Org
21,Suffering,Thunder,Suffering 🫧 || EPIC: The Musical • Animatic,hellith,22579,1807,101,2:42,2024-12-21,https://www.youtube.com/watch?v=GsbwQ_sTkdQ
21,Suffering,Thunder,SUFFERING | Epic: The Musical (Full Animatic) (Thunder Saga),Camalemsy,392553,17678,473,2:42,2024-07-09,https://www.youtube.com/watch?v=7me074HqDkw
21,Suffering,Thunder,Suffering | Epic: the Musical Animatic,artistxgrotto,174016,13382,174,2:37,2024-07-12,https://www.youtube.com/watch?v=rGkjltQ0MNk
21,Suffering,Thunder,Suffering || EPIC: The Musical  || Animatic,Yon Hara,10693,1253,52,2:37,2024-08-11,https://www.youtube.com/watch?v=YDvZdQINqeU
21,Suffering,Thunder,Suffering | Epic the musical animatic,Sonic_the_artist,2947,201,25,2:30,2024-07-23,https://www.youtube.com/watch?v=h7JkJAt8zQM
21,Suffering,Thunder,Suffering | EPIC: The Musical Animatic (Thunder Saga),caavey,84240,4980,120,2:35,2024-07-08,https://www.youtube.com/watch?v=JVZEob3stq8
21,Suffering,Thunder,•|Suffering Animatic|• EPIC: the musical,Yanglit,4400,330,33,2:42,2024-08-05,https://www.youtube.com/watch?v=e6R2BO3c49E
21,Suffering,Thunder,Suffering (EPIC: The Musical animatic) Made by a teenager,-Er!n-,110,5,3,2:39,2024-08-29,https://www.youtube.com/watch?v=Qzrn18BhWbE
21,Suffering,Thunder,SUFFERING: ANIMATIC // Epic the Musical //,Myfingersarentlongenough,4764,381,23,2:41,2025-05-14,https://www.youtube.com/watch?v=Ln_VUKbyCUE
21,Suffering,Thunder,Suffering | EPIC the Musical |,The Traveling Pen,22983,2051,57,2:27,2024-07-12,https://www.youtube.com/watch?v=gEVTTWjZ1-M
21,Suffering,Thunder,Suffering & Different Beast- EPIC: The Musical Animatic,Ani Tigerfly,1008764,46713,1045,6:06,2024-08-21,https://www.youtube.com/watch?v=29z2ooCYGfE
21,Suffering,Thunder,Suffering / EPIC:The Musical_Animatic,Ximena Natzel,4724829,109349,2165,2:38,2024-07-15,https://www.youtube.com/watch?v=DUJyR-DkmRs
21,Suffering,Thunder,SUFFERING (EPIC:the musical) FULL ANIMATIC,Scailer,31460,932,46,2:31,2025-07-21,https://www.youtube.com/watch?v=VXyec4E8P8w
21,Suffering,Thunder,Suffering Animatic (THIS SONG IS NOT MINE ALL CREDITS TO JORGE),Art with Rat,225,22,6,2:36,2025-07-25,https://www.youtube.com/watch?v=7A_Ut5PmSAQ
21,Suffering,Thunder,Suffering |EPIC: The musical | animatic,Cece Moon,1384,0,7,2:33,2025-03-25,https://www.youtube.com/watch?v=-_KHX_FSP9Y
21,Suffering,Thunder,Suffering / EPIC: The Musical,Esdarella,2610,144,27,2:46,2024-10-19,https://www.youtube.com/watch?v=b-ls41rISgw
21,Suffering,Thunder,Suffering | EPIC: The Musical Animatic,GracesGalaxy,669,62,9,2:31,2024-08-23,https://www.youtube.com/watch?v=MJVNx7XI-Ls
21,Suffering,Thunder,"""SUFFERING"" - The Animation [ EPIC the Musical ]",NS2D Studios,1471877,46758,970,2:41,2025-05-03,https://www.youtube.com/watch?v=YTAmdHZH0Y4
21,Suffering,Thunder,Suffering | EPIC: The Musical Animatic,Harley Fie,880,40,7,2:31,2024-10-19,https://www.youtube.com/watch?v=aqwbvIiewwU
21,Suffering,Thunder,Suffering | EPIC: the Musical animatic,LibertyDraws,891,96,13,2:45,2025-06-05,https://www.youtube.com/watch?v=Wo6vxYdEdwE
21,Suffering,Thunder,Suffering |Epic: The Musical Animatic|,Squibbles,699,61,11,2:40,2024-08-02,https://www.youtube.com/watch?v=nDf9SJ45cWI
21,Suffering,Thunder,Suffering - EPIC The Musical - Animatic,Mitsu Fuyuki,73444,5495,150,2:36,2024-07-12,https://www.youtube.com/watch?v=Wf81h5EmVew
21,Suffering,Thunder,Suffering | EPIC the Musical Animatic,SaltyCow Animations,646,53,9,2:51,2025-08-06,https://www.youtube.com/watch?v=sTcI8h25NcY
21,Suffering,Thunder,Suffering- Epic Animatic,Alexis Jonna,109,7,0,2:31,2025-08-23,https://www.youtube.com/watch?v=7icC1bTC63o
21,Suffering,Thunder,Suffering | EPIC: The musical animatic,Luzdrann,14806,1261,103,2:44,2025-10-10,https://www.youtube.com/watch?v=77k8Zy4r15A
21,Suffering,Thunder,SUFFERING | Epic: the musical animatic,samy,49281,2655,76,2:32,2025-09-30,https://www.youtube.com/watch?v=n9q4Hn5IPpQ
21,Suffering,Thunder,Suffering (EPIC: The Musical Animatic),MaevetheFae,253254,6836,159,2:36,2025-12-10,https://www.youtube.com/watch?v=vDF2l-ooln4
21,Suffering,Thunder,Suffering 「 EPIC: The Musical | Full Animatic 」,Sova,4039,505,54,2:32,2026-01-20,https://www.youtube.com/watch?v=GfxJUOmD9Ww
21,Suffering,Thunder,Suffering | EPIC: The Musical animatic,Willpalfrog𓆏,12680,1208,108,2:35,2026-02-17,https://www.youtube.com/watch?v=lHrA7GY6s_A
22,Different Beast,Thunder,Different Beast / EPIC: The Musical_Animatic,Ximena Natzel,8672839,153652,3538,3:31,2024-08-05,https://www.youtube.com/watch?v=jSUUftouuxg
22,Different Beast,Thunder,Different Beast | EPIC the musical | animatic,clover,351360,20080,308,3:34,2024-09-16,https://www.youtube.com/watch?v=MD-jxbflIQI
22,Different Beast,Thunder,[EPIC: The Musical] Different Beast (Fan Animatic),Sirell,367562,16632,551,3:30,2025-04-29,https://www.youtube.com/watch?v=gjM5M1euSiQ
22,Different Beast,Thunder,Different Beast | EPIC: The Musical Animatic,ELAIK ,13519,952,36,3:29,2024-11-14,https://www.youtube.com/watch?v=OL9DSNdztRg
22,Different Beast,Thunder,Different Beast - EPIC: The Musical (Animatic),TheeArteest,73940,3355,248,3:28,2024-08-03,https://www.youtube.com/watch?v=4dNCzg_DLd0
22,Different Beast,Thunder,DIFFERENT BEAST (animatic) (Epic: The Musical),Camalemsy,136523,6488,193,3:32,2024-07-20,https://www.youtube.com/watch?v=VpCy4_27QJ8
22,Different Beast,Thunder,DIFFERENT BEAST [EPIC : The Musical] Full animatic,Duvetbox,2963944,82521,1380,3:32,2024-08-12,https://www.youtube.com/watch?v=6sDviM1VPa0
22,Different Beast,Thunder,DIFFERENT BEAST | Epic: The Musical Animatic | [FULL],Jojo Fraga,105315,10866,388,3:37,2024-08-23,https://www.youtube.com/watch?v=q-n7F71P5XA
22,Different Beast,Thunder,[EPIC: The Musical] DIFFERENT BEAST | Animatic,TheCatInATux,161843,12450,293,3:36,2024-09-07,https://www.youtube.com/watch?v=SlT0G3Ltzu8
22,Different Beast,Thunder,DIFFERENT BEAST | Epic: The Musical Animatic (Thunder Saga)  Some flashes⚠️,BrittPowwPixel,405547,0,536,3:37,2024-07-19,https://www.youtube.com/watch?v=Tzns4H3ApUI
22,Different Beast,Thunder,Different Beast || Epic: The Musical Animatic @JayHerrans,YourLocalAnimations,119885,5097,152,3:34,2024-07-19,https://www.youtube.com/watch?v=xnlie9lMvFg
22,Different Beast,Thunder,Different Beast - EPIC THE MUSICAL ANIMATIC,OOOUCHEN,241617,8417,341,3:31,2024-07-14,https://www.youtube.com/watch?v=3phhSc6bF9o
22,Different Beast,Thunder,Different Beast | EPIC the Musical Animatic,The Traveling Pen,95225,4857,135,3:23,2024-07-15,https://www.youtube.com/watch?v=mGaXhn4vfBQ
22,Different Beast,Thunder,Different Beast - EPIC THE MUSICAL Fan Animatic,Ayrinkk,123513,7642,152,3:23,2024-07-19,https://www.youtube.com/watch?v=mwSx8ngHuHk
22,Different Beast,Thunder,Different Beast | EPIC: The Musical Animatic,GracesGalaxy,23397,1075,62,3:29,2024-07-18,https://www.youtube.com/watch?v=2Ca6K9rOOgM
22,Different Beast,Thunder,DIFFERENT BEAST- Epic the musical animation,Irunaki xd,26906,2732,168,3:36,2024-07-24,https://www.youtube.com/watch?v=23kYrJSfpq8
22,Different Beast,Thunder,Different Beast [EPIC: The musical] Full animatic,CTinaart,1610,174,32,3:31,2025-09-08,https://www.youtube.com/watch?v=eSzjR0f3EZw
23,Scylla,Thunder,[ FULL ANIMATIC ] - Different Beast EPIC the Musical,NS2D Studios,12129,1352,127,3:40,2026-03-15,https://www.youtube.com/watch?v=h0iv1Rnz9JI
23,Scylla,Thunder,Scylla | EPIC: The Musical Animatic,gigi,7484389,187667,5257,3:18,2024-08-11,https://www.youtube.com/watch?v=aPxjbWbhyPc
23,Scylla,Thunder,[Epic The Musical] Scylla [Animatic],VirusAP,3417767,86373,1676,2:58,2024-09-14,https://www.youtube.com/watch?v=eDfjSN0Tv4A
23,Scylla,Thunder,[EPIC: The Musical] Scylla (Fan Animatic),Sirell,352446,22036,849,2:56,2025-03-29,https://www.youtube.com/watch?v=9i6Yfq_df3U
23,Scylla,Thunder,Scylla- EPIC: The Musical Animatic,Ani Tigerfly,796087,43890,825,3:07,2024-09-19,https://www.youtube.com/watch?v=PAsoTl7i9Kc
23,Scylla,Thunder,SCYLLA | Epic: The Musical Animatic (Thunder Saga) some blood and flashes ⚠️,BrittPowwPixel,669308,0,791,2:56,2024-08-01,https://www.youtube.com/watch?v=UDcQLvo_0BM
23,Scylla,Thunder,Scylla (EPIC: The Musical) - ANIMATIC [Blood and Flash Warning],Krieo,3458626,56595,1127,2:56,2024-07-13,https://www.youtube.com/watch?v=74HuNkWL2L8
23,Scylla,Thunder,Scylla | Epic the Musical Full Song Animatic,Gentle Dragon,141780,10465,439,2:51,2024-07-19,https://www.youtube.com/watch?v=Egb81PzzfXk
23,Scylla,Thunder,Scylla [EPIC the Muscial],HAH Studios,31406,1821,71,3:07,2024-07-29,https://www.youtube.com/watch?v=_lXazGAuGvg
23,Scylla,Thunder,Scylla | Epic the Musical - animatic,Crashite,316321,17253,426,2:58,2024-07-09,https://www.youtube.com/watch?v=d1x6BzoXQUk
23,Scylla,Thunder,Scylla [Epic: The Musical] [animatic],Sciitikat,36409,3442,53,2:54,2024-12-22,https://www.youtube.com/watch?v=Cl0Pxv4jD5U
23,Scylla,Thunder,SCYLLA || EPIC: The Musical Full Animatic,Yminity,76188,4217,126,3:14,2024-07-17,https://www.youtube.com/watch?v=CMlz7cwPtl8
23,Scylla,Thunder,Scylla - EPIC: The Musical (Animatic),TheeArteest,74920,4518,108,2:53,2024-07-24,https://www.youtube.com/watch?v=vKNkZAPbVjU
23,Scylla,Thunder,SCYLLA ANIMATIC / OUTDATED,Unfriendlyaesop,38356,2492,84,2:55,2024-09-16,https://www.youtube.com/watch?v=Rm3cz6Uosiw
23,Scylla,Thunder,Scylla | EPIC: The Musical | Animatic,Kairoo,6468,339,10,2:53,2024-09-13,https://www.youtube.com/watch?v=qvxtFnrHOR4
23,Scylla,Thunder,Scylla - Animatic,VaporST,3296,229,17,2:51,2025-02-23,https://www.youtube.com/watch?v=mjFwmMftEwE
23,Scylla,Thunder,Scylla | EPIC: The Musical Animatic,MOON,14251,1130,32,2:52,2024-08-30,https://www.youtube.com/watch?v=snK6j3Ivm-Q
23,Scylla,Thunder,Scylla Animatic | Epic: The musical,Natashiii,2840,200,12,3:01,2024-07-26,https://www.youtube.com/watch?v=0PNY6_8kvjc
23,Scylla,Thunder,Full! Scylla // epic: the musical animatic //,Aniyaka,2089,150,12,2:50,2025-03-28,https://www.youtube.com/watch?v=C1ne2pyMea8
23,Scylla,Thunder,Scylla animatic / EPIC: The Musical,Sunday24,2735,215,17,2:54,2024-07-15,https://www.youtube.com/watch?v=hrWPnW0vvv0
23,Scylla,Thunder,Scylla | Animatic [ EPIC: The Musical ],EGNJULY,5039,229,5,3:16,2024-07-31,https://www.youtube.com/watch?v=7VA24-uPaqs
23,Scylla,Thunder,Scylla | Epic the musical animatic,Fortuna Azofe / Fluger,719,55,4,2:55,2024-10-26,https://www.youtube.com/watch?v=jTeJa732P7M
23,Scylla,Thunder,Scylla /EPIC: The Musical / Animatic,Ximena Natzel,2879563,83443,1514,2:59,2024-07-11,https://www.youtube.com/watch?v=aW2glr-pwRQ
23,Scylla,Thunder,ANIMATIC -Scylla EPIC: The musical,Cece Moon,4252,0,10,2:54,2025-05-23,https://www.youtube.com/watch?v=0XZWYGsn_L8
23,Scylla,Thunder,Scylla Animatic | EPIC: The Musical Animatic (complete),Samira SoSe Art,17461,1382,46,2:55,2025-06-14,https://www.youtube.com/watch?v=ofK1XxUKoEE
23,Scylla,Thunder,Scylla | EPIC: The Musical Fan Animatic,captaingeek05,33562,3126,232,2:59,2025-06-19,https://www.youtube.com/watch?v=lUPN3nCOtjs
23,Scylla,Thunder,SCYLLA ANIMATIC [EPIC: the Musical],Neutron325,298,22,20,3:04,2025-06-24,https://www.youtube.com/watch?v=PghbRzxxDiw
23,Scylla,Thunder,Scylla/EPIC/ the musical/ animatic,Avitski,1925,131,5,2:52,2024-07-22,https://www.youtube.com/watch?v=56EI-nakJdQ
23,Scylla,Thunder,Scylla | EPIC: The Musical Animatic,Harley Fie,4049,289,13,2:55,2024-10-17,https://www.youtube.com/watch?v=oTekstug6ZU
23,Scylla,Thunder,Scylla (EPIC: The Musical) Animatic,MedaRosaArt,8876,610,75,2:55,2024-08-07,https://www.youtube.com/watch?v=255buNaNILY
23,Scylla,Thunder,SCYLLA: An Epic Animatic,wendi_draws,845,0,5,2:55,2025-01-05,https://www.youtube.com/watch?v=ISXzR1SYBXI
23,Scylla,Thunder,Scylla | EPIC: The Musical Animatic,Diwavinh,15279,1075,94,2:53,2025-08-07,https://www.youtube.com/watch?v=s0gGEtGS4lY
23,Scylla,Thunder,Scylla || EPIC: The Musical • Animatic,hellith,489529,27487,1363,2:53,2025-08-03,https://www.youtube.com/watch?v=WrFCnt-Fqpc
23,Scylla,Thunder,Scylla [Epic: the musical] [Animatic],OmarDiArt18,2152,160,22,3:03,2025-08-11,https://www.youtube.com/watch?v=mN0drvMdV3I
23,Scylla,Thunder,"""SCYLLA"" / EPIC: THE MUSICAL / FULL ANIMATIC / 2025 REMAKE",Unfriendlyaesop,12640,1363,53,3:10,2025-10-28,https://www.youtube.com/watch?v=Vqk_p4yMpV4
23,Scylla,Thunder,Scylla || Epic The Musical (Animatic),Estrella,409,23,16,3:06,2026-01-11,https://www.youtube.com/watch?v=6KT2w0P_-mA
23,Scylla,Thunder,Scylla-EPIC: The musical (fan Animatic),LoxLovis,7959,884,45,2:53,2026-01-15,https://www.youtube.com/watch?v=zO9d2_9UtOo
24,Mutiny,Thunder,Mutiny animatic | Epic the Musical,Crashite,3146685,49113,1908,4:55,2024-08-12,https://www.youtube.com/watch?v=4Vzgqlb28pY
24,Mutiny,Thunder,MUTINY | EPIC: The Musical Animatic (Thunder Saga) some blood & flashes ⚠️,BrittPowwPixel,209122,0,390,4:56,2024-08-12,https://www.youtube.com/watch?v=C9Gbophr6Qc
24,Mutiny,Thunder,Mutiny | EPIC: The Musical Animatic,Mejillustrates,521500,15521,573,5:04,2024-07-12,https://www.youtube.com/watch?v=d-ul5oaFY2g
24,Mutiny,Thunder,Mutiny EPIC: The Musical | Animatic,The Traveling Pen,11697,725,26,4:48,2024-08-25,https://www.youtube.com/watch?v=6H7W78Y0FOw
24,Mutiny,Thunder,Mutiny || EPIC: The Musical Animatic,Riley G,1513615,45544,1549,4:55,2024-07-18,https://www.youtube.com/watch?v=FLrsi0bRlK4
24,Mutiny,Thunder,Mutiny | EPIC: The Musical FanAnimatic (Full),Berry Awesome Camden,34040,2563,143,5:11,2025-01-31,https://www.youtube.com/watch?v=_N3q3_SHPuA
24,Mutiny,Thunder,mutiny - epic: the musical (Animatic),Swearing gnome,2583,158,11,5:05,2024-08-12,https://www.youtube.com/watch?v=Wi8n0o7khk4
24,Mutiny,Thunder,[EPIC: The Musical] Mutiny (Fan Animatic),Sirell,461644,19629,843,4:55,2025-05-29,https://www.youtube.com/watch?v=M0yfRRRLSvc
24,Mutiny,Thunder,Mutiny | EPIC The Musical Animatic,kisu doodles,856530,45835,1904,4:59,2025-06-14,https://www.youtube.com/watch?v=B9X-Xe9PxOI
24,Mutiny,Thunder,Mutiny | epic the musical | animatic,Count me IN 3,412,34,8,4:54,2025-02-28,https://www.youtube.com/watch?v=pWIL5sPo3xo
24,Mutiny,Thunder,Mutiny (EPIC: the musical) Animatic/ Manga style,Ryuso Art,5784,714,45,2:21,2024-09-02,https://www.youtube.com/watch?v=ED82lkyet7A
24,Mutiny,Thunder,"MUTINY MAP--Epic the Musical Animatic Feat PyWrite, Lulukia, Muff1nswift, Liberty Draws, Scrvbz",PyWrite,7770,750,22,4:54,2025-08-05,https://www.youtube.com/watch?v=JAggocur9EE
24,Mutiny,Thunder,Mutiny- epic animatic (first ever animation),Shiloh ,3198,311,53,4:53,2025-04-03,https://www.youtube.com/watch?v=s-coRjS9YRU
24,Mutiny,Thunder,Mutiny - Epic the Musical Animatic,Smario,1259,68,10,5:01,2025-10-09,https://www.youtube.com/watch?v=STM60-_bYn8
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC: The Musical Animatic,Neal Illustrator,14227455,246823,8792,4:14,2024-07-10,https://www.youtube.com/watch?v=gtKNgFftV5Y
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC The Musical | Animatic,AnniFlamma,1922634,72741,3079,4:21,2024-12-08,https://www.youtube.com/watch?v=Vh5r4f_mqqk
25,Thunder Bringer,Thunder,Thunder Bringer - EPIC: The Musical Animatic,Ani Tigerfly,519016,39937,1008,4:22,2025-04-30,https://www.youtube.com/watch?v=BY3O6sl1_QM
25,Thunder Bringer,Thunder,Thunder Bringer [ EPIC: The Musical ] Full Animatic,Duvetbox,2188454,66179,1787,4:08,2024-07-12,https://www.youtube.com/watch?v=MWjmMKCEwrA
25,Thunder Bringer,Thunder,THUNDER BRINGER | EPIC: The Musical Animatic (flashes⚠️),BrittPowwPixel,374351,14543,621,4:12,2024-08-24,https://www.youtube.com/watch?v=LaGlL_YsJ6c
25,Thunder Bringer,Thunder,Thunder Bringer [EPIC the Musical],HAH Studios,31439,1125,205,5:21,2025-05-01,https://www.youtube.com/watch?v=ucSVQuNOz6Q
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC: The Musical Animatic,Mejillustrates,54901,3721,91,4:28,2024-08-06,https://www.youtube.com/watch?v=e63NncN5WsE
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC: The Musical | Animatic,Kiohi,41641,2493,111,4:10,2024-08-05,https://www.youtube.com/watch?v=nCpbZc_Xea0
25,Thunder Bringer,Thunder,Thunder Bringer - EPIC: The Musical (Animatic),TheeArteest,108037,5680,224,4:07,2024-08-10,https://www.youtube.com/watch?v=spZHgZ9RyoY
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC THE MUSICAL |Full Animatic,NERDTROVERT,14682,852,46,4:23,2024-08-15,https://www.youtube.com/watch?v=nx2RGILCcBU
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC: The Musical Animation,FearlessSeal,9113,663,51,4:13,2024-10-29,https://www.youtube.com/watch?v=Z_A2Kh7UE6I
25,Thunder Bringer,Thunder,Thunder Bringer || Epic: The Musical full Animatic (flash warning),DGuira,29642,1854,99,4:05,2024-07-23,https://www.youtube.com/watch?v=EpqRfUTvNTk
25,Thunder Bringer,Thunder,Thunder Bringer- Epic the musical animatic,Ditti ,824,49,9,4:10,2025-04-16,https://www.youtube.com/watch?v=HE3qTGn07Xk
25,Thunder Bringer,Thunder,Thunder Bringer | Epic: The Musical Animatic,caavey,3342,205,12,4:02,2024-08-15,https://www.youtube.com/watch?v=pnwaZF3dnJQ
25,Thunder Bringer,Thunder,Thunder Bringer | EPIC: The Musical,The Traveling Pen,3047,293,13,3:34,2024-08-30,https://www.youtube.com/watch?v=hsgJcXzS1X0
25,Thunder Bringer,Thunder,[EPIC: The Musical] Thunder Bringer (Fan Animatic),Sirell,237917,11262,779,4:11,2025-07-13,https://www.youtube.com/watch?v=5I6fjkZlruY
25,Thunder Bringer,Thunder,Thunder Bringer - EPIC The Musical Animatic | unknowlence,unknowlence,2747,234,19,4:10,2024-07-22,https://www.youtube.com/watch?v=bHN78Jvgg54
25,Thunder Bringer,Thunder,Thunder Bringer [ EPIC The Musical | Animatic ],HibIsHere,12970,1191,70,4:13,2025-11-16,https://www.youtube.com/watch?v=Wzltum5lscE
26,Legendary,Widsom,Legendary [EPIC: The Musical] Full Animatic,Duvetbox,10839169,163371,3090,3:15,2024-09-03,https://www.youtube.com/watch?v=7-PXMTzbEys
26,Legendary,Widsom,Legendary | EPIC: The Musical Animatic,gigi,1526931,118265,4768,3:52,2025-05-22,https://www.youtube.com/watch?v=nxDH6Dbyhi4
26,Legendary,Widsom,Legendary (animatic) | EPIC the musical,Rochi,501111,27187,468,3:23,2024-09-05,https://www.youtube.com/watch?v=CWFBiM_LZwI
26,Legendary,Widsom,Legendary || Epic: The Musical Animatic,resetti,171776,13876,345,3:14,2024-08-31,https://www.youtube.com/watch?v=-wE0pr84tzg
26,Legendary,Widsom,Legendary | EPIC The Musical Animatic,kisu doodles,194629,17364,601,3:03,2025-02-06,https://www.youtube.com/watch?v=LJaokm69mKU
26,Legendary,Widsom,Legendary - EPIC: The Musical [Full Animatic],Noir.Hyacinth,58708,3549,103,3:23,2025-05-16,https://www.youtube.com/watch?v=GOX23_wKf9A
26,Legendary,Widsom,Legendary | EPIC: The Musical Animatic,Mejillustrates,13738,1502,56,3:28,2024-09-25,https://www.youtube.com/watch?v=n3GT8diR-GM
26,Legendary,Widsom,LEGENDARY | EPIC: THE MUSICAL fan animatic,Ayrinkk,80001,7544,119,3:21,2024-09-01,https://www.youtube.com/watch?v=pxlhcbBAm9g
26,Legendary,Widsom,Legendary || Epic: The Musical Animatic,mgert,10182,818,25,3:19,2024-09-05,https://www.youtube.com/watch?v=ZICgHViEX60
26,Legendary,Widsom,Legendary - EPIC: The Musical Animatic,FearlessSeal,1866,201,21,3:18,2024-09-18,https://www.youtube.com/watch?v=AL0w9op4cMw
